cliente_id,edad,ingreso,prestamo,cuota,sector,antiguedad_laboral,mora
496,49,10173.00,136028.00,2473.24,Servicios,19,No
497,62,12286.00,43239.00,732.86,Comercio,19,No
498,64,13490.00,85974.00,1953.95,Comercio,8,No
499,33,21807.00,130378.00,2507.27,Gobierno,9,No
500,41,15343.00,20417.00,324.08,Servicios,26,No
501,34,9901.00,197061.00,2775.51,Comercio,29,No
502,45,8866.00,132796.00,2289.59,Industria,26,No
503,55,24602.00,46731.00,3594.69,Gobierno,10,No
504,42,16842.00,182707.00,4350.17,Gobierno,12,No
505,64,5353.00,143371.00,2471.91,Servicios,22,Sí
506,28,20957.00,108225.00,6012.50,Industria,24,No
507,65,22018.00,19188.00,290.73,Industria,14,No
508,28,24451.00,47911.00,998.15,Gobierno,22,No
509,29,18808.00,81305.00,1178.33,Servicios,6,No
510,56,9411.00,197759.00,3731.30,Comercio,21,Sí
511,47,7836.00,103711.00,1440.43,Servicios,29,No
512,50,4845.00,30178.00,887.59,Servicios,30,No
513,61,4719.00,35761.00,812.75,Industria,18,No
514,45,17215.00,43946.00,845.12,Servicios,1,No
515,51,6892.00,68138.00,1841.57,Industria,22,No
516,44,22534.00,50216.00,947.47,Comercio,24,No
517,37,18193.00,175475.00,4874.31,Gobierno,11,No
518,51,3380.00,36457.00,1918.79,Servicios,0,Sí
519,50,22229.00,155203.00,3233.40,Industria,22,No
520,61,6098.00,160419.00,6974.74,Gobierno,9,Sí
521,40,21724.00,37829.00,2101.61,Comercio,22,No
522,64,20613.00,53467.00,1445.05,Comercio,12,No
523,53,21220.00,145618.00,2348.68,Gobierno,2,No
524,65,20003.00,158281.00,3440.89,Comercio,24,No
525,27,9798.00,177643.00,2574.54,Servicios,27,No
526,48,22631.00,187246.00,8141.13,Industria,3,Sí
527,33,4282.00,38768.00,807.67,Servicios,2,No
528,22,21431.00,72308.00,1095.58,Comercio,3,No
529,54,19585.00,83270.00,2379.14,Servicios,13,No
530,39,24566.00,5022.00,186.00,Comercio,30,No
531,54,20021.00,81912.00,1516.89,Gobierno,4,No
532,40,21909.00,133566.00,2385.11,Industria,19,No
533,64,20636.00,138848.00,5553.92,Comercio,21,No
534,39,4465.00,67154.00,4796.71,Servicios,30,Sí
535,42,7397.00,162848.00,3464.85,Industria,4,Sí
536,55,23391.00,115628.00,7226.75,Industria,8,No
537,30,15510.00,175333.00,2541.06,Gobierno,14,No
538,47,5728.00,71631.00,1302.38,Servicios,17,No
539,37,9676.00,23496.00,451.85,Servicios,22,No
540,61,15194.00,152755.00,2828.80,Servicios,13,No
541,47,8029.00,87931.00,1418.24,Gobierno,0,No
542,37,22779.00,69880.00,4367.50,Comercio,17,No
543,41,6604.00,184301.00,3921.30,Comercio,11,Sí
544,34,13928.00,76631.00,3649.10,Industria,0,No
545,26,6209.00,103869.00,3994.96,Comercio,5,Sí
546,39,20251.00,195926.00,2881.26,Gobierno,3,No
547,56,20332.00,96462.00,1722.54,Industria,17,No
548,30,11881.00,164243.00,9124.61,Industria,30,No
549,63,15765.00,52362.00,1540.06,Gobierno,15,No
550,20,22408.00,38442.00,1372.93,Servicios,21,No
551,56,7140.00,42400.00,1177.78,Industria,1,No
552,35,23945.00,102032.00,1790.04,Gobierno,22,No
553,42,18000.00,52999.00,1324.97,Gobierno,16,No
554,47,12398.00,77305.00,1073.68,Servicios,9,No
555,39,23828.00,27791.00,385.99,Gobierno,24,No
556,25,13247.00,28629.00,550.56,Comercio,23,No
557,56,10865.00,29545.00,1342.95,Comercio,2,No
558,51,12366.00,150269.00,2116.46,Comercio,30,No
559,28,16893.00,182480.00,4147.27,Gobierno,15,No
560,54,19875.00,184600.00,3356.36,Comercio,12,No
561,20,3455.00,166555.00,6939.79,Gobierno,22,No
562,62,20508.00,95455.00,3535.37,Comercio,19,No
563,53,17701.00,49179.00,894.16,Servicios,5,No
564,28,5461.00,101220.00,1557.23,Industria,30,No
565,43,4668.00,115814.00,2693.35,Comercio,10,Sí
566,27,11184.00,146326.00,2217.06,Industria,9,No
567,33,18831.00,81951.00,2926.82,Comercio,23,No
568,33,23682.00,154118.00,4165.35,Industria,29,No
569,22,24068.00,140142.00,2189.72,Gobierno,28,No
570,59,23242.00,132996.00,8866.40,Gobierno,10,Sí
571,31,12776.00,97770.00,5431.67,Gobierno,11,Sí
572,51,3290.00,31565.00,809.36,Servicios,2,No
573,29,20337.00,139825.00,2026.45,Gobierno,3,No
574,62,18971.00,6811.00,324.33,Industria,7,No
575,39,18423.00,108640.00,3104.00,Industria,13,No
576,37,8969.00,145621.00,2311.44,Comercio,14,No
577,28,24504.00,120174.00,5462.45,Industria,23,No
578,65,17220.00,6523.00,191.85,Servicios,3,No
579,46,9211.00,79684.00,5691.71,Industria,28,Sí
580,32,4035.00,47024.00,870.81,Gobierno,30,No
581,46,24798.00,74677.00,3930.37,Gobierno,17,No
582,28,19238.00,183713.00,3223.04,Industria,24,No
583,44,16103.00,136559.00,2354.47,Servicios,3,No
584,29,6534.00,10544.00,527.20,Industria,16,No
585,41,3447.00,184421.00,6830.41,Gobierno,19,Sí
586,51,3263.00,118856.00,2829.90,Comercio,24,Sí
587,29,17055.00,69945.00,1371.47,Servicios,7,No
588,36,12212.00,35151.00,524.64,Servicios,21,No
589,65,17062.00,57012.00,1357.43,Comercio,22,No
590,57,19460.00,165196.00,7182.43,Servicios,7,Sí
591,22,6947.00,39680.00,1072.43,Industria,6,No
592,25,7790.00,116752.00,8980.92,Comercio,12,No
593,64,16346.00,142618.00,4600.58,Servicios,7,No
594,23,14015.00,116693.00,2778.40,Gobierno,20,No
595,37,4692.00,84767.00,4461.42,Industria,22,Sí
596,23,16699.00,69741.00,2179.41,Servicios,1,No
597,40,3017.00,18665.00,345.65,Servicios,9,No
598,58,18468.00,78442.00,1120.60,Comercio,13,No
599,51,9056.00,71129.00,987.90,Industria,10,No
600,62,12973.00,34236.00,1902.00,Comercio,21,No
601,43,21080.00,39159.00,1186.64,Industria,23,No
602,43,22297.00,143638.00,2872.76,Servicios,20,No
603,44,12042.00,60058.00,1225.67,Comercio,28,No
604,58,6485.00,39205.00,753.94,Comercio,1,No
605,32,22220.00,176535.00,2758.36,Servicios,22,No
606,54,17606.00,30857.00,1928.56,Industria,9,No
607,29,18538.00,57952.00,1259.83,Comercio,4,No
608,65,9281.00,114631.00,2438.96,Industria,28,No
609,43,21361.00,96052.00,1392.06,Gobierno,20,No
610,53,6847.00,119327.00,7457.94,Comercio,5,Sí
611,28,22633.00,76866.00,1372.61,Industria,1,No
612,64,21552.00,20936.00,337.68,Servicios,23,No
613,54,16025.00,134768.00,2450.33,Comercio,5,No
614,55,17344.00,138504.00,3847.33,Gobierno,12,No
615,31,22897.00,76170.00,3046.80,Comercio,5,No
616,64,21739.00,62096.00,1267.27,Comercio,28,No
617,65,19803.00,124391.00,2827.07,Industria,9,No
618,37,10219.00,82689.00,1450.68,Comercio,5,No
619,35,10337.00,16957.00,368.63,Industria,1,No
620,37,23958.00,43833.00,608.79,Servicios,8,No
621,33,4688.00,173404.00,6422.37,Comercio,0,No
622,58,24254.00,96085.00,1847.79,Industria,10,No
623,28,5727.00,189932.00,2793.12,Gobierno,28,No
624,23,23037.00,82305.00,2572.03,Comercio,26,No
625,37,14648.00,62482.00,1077.28,Servicios,8,No
626,57,3512.00,145873.00,2701.35,Comercio,23,No
627,60,15516.00,176396.00,6299.86,Servicios,26,No
628,37,17489.00,62839.00,1963.72,Servicios,18,No
629,48,23637.00,108668.00,5174.67,Servicios,23,No
630,50,17218.00,101636.00,4839.81,Comercio,15,No
631,31,8947.00,125426.00,5453.30,Servicios,18,No
632,21,19073.00,196228.00,8531.65,Industria,5,No
633,58,8823.00,108336.00,1969.75,Servicios,2,No
634,35,7702.00,23887.00,612.49,Gobierno,29,No
635,53,24139.00,110514.00,6139.67,Servicios,23,No
636,21,3386.00,163149.00,9063.83,Comercio,26,Sí
637,35,3444.00,173947.00,2449.96,Comercio,8,Sí
638,20,7673.00,169465.00,3389.30,Comercio,17,Sí
639,50,14088.00,190455.00,11203.24,Gobierno,26,Sí
640,50,8345.00,85579.00,2593.30,Servicios,7,No
641,54,4830.00,147482.00,2633.61,Comercio,0,Sí
642,38,4459.00,31952.00,694.61,Comercio,16,No
643,34,16608.00,42181.00,3515.08,Comercio,7,No
644,42,16996.00,106025.00,5048.81,Industria,7,No
645,65,15607.00,185031.00,2721.04,Comercio,15,No
646,26,8556.00,33871.00,1302.73,Industria,11,No
647,25,5499.00,166401.00,5042.45,Comercio,19,Sí
648,53,7951.00,51679.00,1325.10,Industria,19,No
649,62,8942.00,183109.00,4695.10,Industria,19,Sí
650,26,12404.00,96327.00,1416.57,Industria,29,No
651,36,19359.00,178468.00,5099.09,Comercio,25,No
652,61,3071.00,43965.00,720.74,Servicios,10,No
653,50,7842.00,107393.00,2684.82,Comercio,3,No
654,37,21934.00,117054.00,2018.17,Servicios,2,No
655,44,13585.00,38432.00,1670.96,Industria,10,No
656,64,19194.00,116105.00,2764.40,Gobierno,19,No
657,61,23860.00,92415.00,4620.75,Servicios,12,No
658,54,16718.00,149005.00,3465.23,Gobierno,17,No
659,25,20570.00,65323.00,1814.53,Gobierno,16,No
660,34,21935.00,186796.00,2965.02,Comercio,7,No
661,21,14852.00,5751.00,230.04,Industria,17,No
662,27,18529.00,40020.00,571.71,Comercio,29,No
663,28,14447.00,99596.00,1509.03,Industria,14,No
664,46,7723.00,149572.00,2106.65,Servicios,6,No
665,28,10359.00,19644.00,332.95,Comercio,30,No
666,21,7688.00,103949.00,1792.22,Gobierno,11,No
667,24,4772.00,188868.00,10492.67,Gobierno,26,No
668,29,22461.00,46464.00,3574.15,Industria,4,No
669,46,5588.00,69237.00,4327.31,Servicios,24,Sí
670,28,8977.00,128146.00,2171.97,Industria,15,No
671,61,16484.00,194414.00,5891.33,Comercio,9,Sí
672,22,6645.00,45864.00,3057.60,Servicios,16,No
673,47,8254.00,7848.00,212.11,Gobierno,17,No
674,39,11455.00,154963.00,3521.89,Servicios,13,No
675,28,8138.00,76257.00,4485.71,Servicios,12,No
676,45,23284.00,19679.00,756.88,Servicios,26,No
677,24,21326.00,163618.00,2517.20,Gobierno,15,No
678,45,13262.00,176101.00,3322.66,Gobierno,5,No
679,37,4791.00,102380.00,1931.70,Comercio,3,Sí
680,41,5549.00,100080.00,2001.60,Comercio,7,No
681,26,12247.00,47666.00,1036.22,Comercio,6,No
682,39,22566.00,7877.00,131.28,Servicios,17,No
683,22,9610.00,172349.00,2427.45,Servicios,8,No
684,50,5786.00,154454.00,3217.79,Comercio,1,Sí
685,39,13308.00,29434.00,408.81,Comercio,11,No
686,32,12253.00,109369.00,2485.66,Industria,24,No
687,64,15800.00,195234.00,5742.18,Comercio,10,No
688,26,16345.00,199367.00,4531.07,Servicios,0,No
689,57,22240.00,105168.00,2504.00,Comercio,9,No
690,49,8282.00,44724.00,813.16,Comercio,28,No
691,65,23511.00,29455.00,409.10,Servicios,28,No
692,29,10066.00,183640.00,3464.91,Servicios,30,No
693,58,19437.00,140345.00,2419.74,Industria,14,No
694,47,7299.00,93872.00,3129.07,Comercio,28,Sí
695,59,15701.00,67681.00,2707.24,Comercio,30,No
696,26,7993.00,153609.00,2954.02,Comercio,4,No
697,25,13143.00,148428.00,2215.34,Gobierno,3,No
698,38,17903.00,87239.00,3965.41,Servicios,2,No
699,24,12178.00,156129.00,4460.83,Servicios,22,Sí
700,36,18097.00,72618.00,1729.00,Gobierno,20,No
701,51,7602.00,37497.00,781.19,Comercio,11,No
702,59,12392.00,110103.00,2897.45,Servicios,14,No
703,59,15017.00,139343.00,2111.26,Industria,11,No
704,36,5735.00,183834.00,4837.74,Comercio,19,No
705,35,24098.00,19957.00,338.25,Comercio,4,No
706,30,6450.00,81194.00,2255.39,Gobierno,27,No
707,49,5391.00,63471.00,1763.08,Comercio,11,No
708,54,18265.00,127811.00,2411.53,Gobierno,3,No
709,26,5812.00,52257.00,900.98,Gobierno,24,No
710,41,17192.00,57290.00,1548.38,Comercio,10,No
711,33,14220.00,163431.00,3800.72,Gobierno,3,No
712,50,12121.00,124165.00,8868.93,Servicios,20,No
713,22,9994.00,88935.00,1852.81,Gobierno,1,No
714,33,14845.00,117750.00,2803.57,Comercio,6,No
715,60,3751.00,184220.00,4723.59,Servicios,2,Sí
716,45,7644.00,23155.00,798.45,Comercio,9,No
717,33,17792.00,115027.00,2556.16,Industria,5,No
718,47,4761.00,29232.00,423.65,Industria,30,No
719,42,12728.00,48131.00,2005.46,Gobierno,15,No
720,30,18581.00,145379.00,2596.05,Gobierno,11,No
721,20,21688.00,107010.00,1672.03,Servicios,2,No
722,29,24887.00,156647.00,3071.51,Industria,21,No
723,49,13371.00,8718.00,415.14,Servicios,15,No
724,63,13368.00,34781.00,560.98,Gobierno,8,No
725,28,20062.00,194342.00,16195.17,Gobierno,20,No
726,33,21952.00,30544.00,2181.71,Servicios,13,No
727,44,20894.00,48542.00,970.84,Servicios,11,No
728,56,9873.00,55111.00,1002.02,Comercio,11,No
729,39,14920.00,9244.00,298.19,Comercio,22,No
730,46,19355.00,175108.00,4270.93,Gobierno,11,No
731,53,14541.00,147204.00,3774.46,Industria,3,No
732,55,8761.00,125277.00,3212.23,Servicios,17,Sí
733,62,17282.00,105024.00,3500.80,Gobierno,20,No
734,26,12281.00,189049.00,3706.84,Comercio,25,No
735,21,6401.00,28498.00,537.70,Gobierno,3,No
736,54,19266.00,168532.00,2373.69,Comercio,20,No
737,22,17552.00,136953.00,2794.96,Industria,27,No
738,49,16783.00,60540.00,2328.46,Gobierno,3,No
739,27,9408.00,128096.00,1779.11,Industria,30,No
740,61,18202.00,113248.00,1617.83,Gobierno,0,No
741,38,15276.00,63703.00,1447.80,Industria,28,No
742,46,24583.00,74336.00,2397.94,Servicios,0,No
743,21,16584.00,13565.00,1130.42,Servicios,25,No
744,58,15268.00,141043.00,2203.80,Industria,10,No
745,45,8584.00,154995.00,3974.23,Servicios,19,Sí
746,23,24116.00,108105.00,1663.15,Gobierno,4,No
747,31,23849.00,107344.00,1850.76,Gobierno,28,No
748,26,13424.00,140601.00,6390.95,Servicios,16,Sí
749,60,6878.00,170528.00,3552.67,Industria,26,No
750,40,21117.00,46694.00,648.53,Servicios,2,No
751,20,6056.00,11721.00,300.54,Servicios,0,No
752,25,23253.00,190486.00,4141.00,Gobierno,0,No
753,60,7277.00,123936.00,2383.38,Industria,5,No
754,34,10855.00,176054.00,2551.51,Industria,6,No
755,44,20544.00,69291.00,1194.67,Industria,21,No
756,60,4695.00,77080.00,4534.12,Comercio,20,No
757,49,21984.00,32110.00,1690.00,Comercio,3,No
758,25,7647.00,79045.00,2823.04,Comercio,15,No
759,26,14842.00,59518.00,1608.59,Gobierno,25,No
760,60,3719.00,113460.00,7091.25,Comercio,6,Sí
761,40,16759.00,103370.00,1520.15,Gobierno,25,No
762,20,8279.00,52135.00,1681.77,Servicios,21,No
763,22,21589.00,170468.00,3409.36,Comercio,10,No
764,58,14363.00,131854.00,2585.37,Comercio,5,No
765,32,20096.00,199431.00,7122.54,Comercio,17,No
766,33,3754.00,140789.00,3199.75,Industria,3,No
767,28,10109.00,12732.00,397.88,Servicios,2,No
768,25,7147.00,75147.00,2591.28,Industria,22,Sí
769,49,21071.00,175898.00,5863.27,Gobierno,13,No
770,32,19798.00,109842.00,1547.07,Industria,5,No
771,65,9484.00,185107.00,2804.65,Industria,30,No
772,57,15872.00,31973.00,652.51,Industria,5,No
773,48,9744.00,194283.00,4518.21,Gobierno,19,Sí
774,26,11902.00,88558.00,1736.43,Gobierno,13,No
775,60,9544.00,153672.00,4519.76,Comercio,14,Sí
776,36,8480.00,13849.00,314.75,Gobierno,9,No
777,53,22788.00,174108.00,2418.17,Industria,12,No
778,47,3981.00,35054.00,1524.09,Servicios,11,No
779,62,11038.00,24042.00,961.68,Industria,11,No
780,64,7752.00,87431.00,4601.63,Comercio,22,Sí
781,56,13776.00,61039.00,1488.76,Industria,28,No
782,58,10623.00,152230.00,9514.38,Servicios,16,Sí
783,37,10125.00,31979.00,680.40,Comercio,18,No
784,47,24176.00,115559.00,2101.07,Industria,26,No
785,23,13489.00,56943.00,2372.62,Gobierno,15,No
786,48,4533.00,76936.00,2024.63,Servicios,19,Sí
787,35,13711.00,159971.00,4443.64,Comercio,9,No
788,20,3584.00,173733.00,2802.15,Gobierno,9,No
789,53,7294.00,110594.00,7899.57,Comercio,10,No
790,50,24128.00,9265.00,579.06,Comercio,26,No
791,42,16601.00,194596.00,6277.29,Gobierno,2,Sí
792,59,21233.00,87096.00,2025.49,Comercio,12,No
793,61,12779.00,187572.00,4574.93,Comercio,26,Sí
794,23,15252.00,166998.00,9277.67,Comercio,4,Sí
795,64,6445.00,89635.00,1337.84,Gobierno,7,No
796,43,8576.00,28073.00,1169.71,Comercio,29,No
797,22,4720.00,73075.00,1074.63,Comercio,1,No
798,41,12970.00,24671.00,881.11,Gobierno,8,No
799,49,8581.00,41113.00,839.04,Comercio,4,No
800,57,13463.00,43797.00,729.95,Gobierno,20,No
801,35,17640.00,180173.00,9482.79,Gobierno,21,No
802,50,19059.00,78542.00,2454.44,Servicios,2,No
803,25,11644.00,82656.00,1450.11,Industria,17,No
804,33,10942.00,177878.00,3356.19,Comercio,2,No
805,20,19207.00,20798.00,831.92,Servicios,14,No
806,26,15617.00,54261.00,1261.88,Industria,6,No
807,40,22350.00,143318.00,3257.23,Industria,22,No
808,26,17877.00,176780.00,8418.10,Servicios,7,No
809,59,14915.00,106076.00,2651.90,Servicios,24,No
810,37,16113.00,54270.00,3391.88,Gobierno,5,No
811,26,13064.00,156320.00,2949.43,Servicios,14,No
812,21,6511.00,33888.00,1255.11,Gobierno,5,No
813,62,11741.00,12493.00,297.45,Gobierno,11,No
814,55,11702.00,36018.00,507.30,Comercio,11,No
815,45,17138.00,60591.00,2885.29,Gobierno,16,No
816,37,13935.00,18934.00,473.35,Industria,3,No
817,47,4610.00,175032.00,4862.00,Servicios,9,No
818,53,9207.00,110563.00,4807.09,Gobierno,16,No
819,23,17207.00,33622.00,611.31,Servicios,30,No
820,22,6639.00,62561.00,3292.68,Industria,7,Sí
821,59,5157.00,144495.00,8027.50,Gobierno,12,Sí
822,64,15874.00,31556.00,1213.69,Industria,15,No
823,33,9740.00,49834.00,803.77,Industria,20,No
824,38,12436.00,190035.00,3800.70,Comercio,3,No
825,64,9064.00,136921.00,1956.01,Gobierno,23,No
826,63,13004.00,185338.00,6864.37,Comercio,5,Sí
827,49,9138.00,92072.00,1334.38,Servicios,30,No
828,21,3417.00,179596.00,4276.10,Servicios,8,Sí
829,20,5522.00,49754.00,904.62,Industria,15,No
830,35,22108.00,5263.00,122.40,Gobierno,3,No
831,63,4480.00,9558.00,199.12,Industria,26,No
832,30,10480.00,142696.00,3243.09,Servicios,24,No
833,41,6077.00,31212.00,1006.84,Gobierno,15,No
834,36,14494.00,148055.00,5287.68,Industria,14,No
835,53,3444.00,97438.00,3143.16,Gobierno,3,No
836,60,11845.00,184774.00,4106.09,Comercio,4,No
837,29,16445.00,62738.00,1161.81,Industria,15,No
838,47,4012.00,69059.00,1438.73,Industria,6,No
839,44,5925.00,55814.00,797.34,Comercio,30,No
840,54,11975.00,169335.00,3078.82,Gobierno,30,No
841,63,20265.00,50862.00,1816.50,Industria,28,No
842,46,13852.00,107505.00,2193.98,Industria,9,No
843,53,9244.00,15774.00,321.92,Industria,26,No
844,49,23066.00,37233.00,954.69,Industria,9,No
845,63,6610.00,7184.00,167.07,Servicios,14,No
846,62,7922.00,142150.00,4738.33,Servicios,9,No
847,38,18952.00,80565.00,5035.31,Comercio,14,No
848,27,4341.00,61970.00,2065.67,Comercio,15,No
849,42,13021.00,6334.00,162.41,Comercio,1,No
850,38,11238.00,41102.00,1208.88,Servicios,30,No
851,32,5818.00,191960.00,6619.31,Gobierno,18,Sí
852,42,5644.00,81232.00,3124.31,Servicios,25,Sí
853,45,23874.00,106250.00,2724.36,Comercio,28,No
854,39,11560.00,84173.00,1683.46,Servicios,18,No
855,40,17280.00,182975.00,2690.81,Servicios,21,No
856,32,9537.00,70541.00,3527.05,Industria,9,Sí
857,60,5804.00,82944.00,1728.00,Gobierno,17,No
858,47,9008.00,103557.00,1670.27,Comercio,4,No
859,40,20254.00,120841.00,2157.88,Industria,14,No
860,46,14606.00,117110.00,2856.34,Gobierno,14,No
861,46,3906.00,151514.00,11654.92,Comercio,24,No
862,39,7606.00,166273.00,2375.33,Servicios,18,No
863,59,19783.00,102808.00,5140.40,Industria,1,No
864,62,15866.00,38013.00,1027.38,Comercio,14,No
865,23,19974.00,125644.00,1932.98,Comercio,1,No
866,26,11853.00,175362.00,9742.33,Industria,18,Sí
867,23,18776.00,186034.00,5637.39,Comercio,23,No
868,65,22156.00,181793.00,4131.66,Comercio,22,No
869,51,9719.00,140335.00,6682.62,Servicios,7,No
870,60,23960.00,45573.00,1470.10,Industria,23,No
871,27,3211.00,132128.00,2590.75,Comercio,0,No
872,27,8014.00,163280.00,2401.18,Comercio,7,No
873,21,9694.00,32159.00,765.69,Gobierno,12,No
874,45,4823.00,36932.00,1191.35,Gobierno,5,No
875,63,10698.00,148319.00,5297.11,Gobierno,27,No
876,60,24566.00,166784.00,8778.11,Comercio,5,Sí
877,64,7642.00,177350.00,6568.52,Servicios,15,Sí
878,62,18743.00,81031.00,2701.03,Comercio,30,No
879,62,22292.00,134227.00,3835.06,Industria,12,No
880,26,15642.00,187885.00,2982.30,Gobierno,13,No
881,38,16920.00,43840.00,3372.31,Gobierno,3,No
882,22,21488.00,107086.00,8923.83,Gobierno,1,No
883,49,14623.00,41517.00,1012.61,Industria,0,No
884,52,8187.00,98781.00,2245.02,Servicios,11,No
885,24,20205.00,107399.00,2440.89,Servicios,20,No
886,56,7961.00,97239.00,1834.70,Industria,14,No
887,62,7588.00,77965.00,1257.50,Industria,29,No
888,61,15908.00,22880.00,326.86,Gobierno,12,No
889,31,18458.00,163817.00,3033.65,Industria,4,No
890,42,13619.00,159364.00,3252.33,Gobierno,2,No
891,30,4472.00,12738.00,193.00,Servicios,3,No
892,63,24799.00,32845.00,763.84,Gobierno,10,No
893,35,10586.00,197059.00,3178.37,Comercio,28,No
894,44,8701.00,195883.00,2838.88,Gobierno,29,No
895,36,5109.00,21233.00,416.33,Comercio,1,No
896,60,5388.00,120744.00,2012.40,Comercio,29,Sí
897,44,8703.00,89189.00,4954.94,Servicios,20,No
898,32,21801.00,150874.00,6286.42,Industria,15,No
899,30,17336.00,182956.00,6098.53,Gobierno,26,Sí
900,57,20318.00,55409.00,3259.35,Comercio,20,No
901,22,24910.00,30219.00,1208.76,Servicios,28,No
902,54,3171.00,99256.00,1627.15,Comercio,10,Sí
903,61,9072.00,183876.00,3170.28,Gobierno,6,No
904,50,9798.00,154519.00,2414.36,Industria,11,No
905,28,23266.00,151459.00,2294.83,Comercio,14,No
906,24,17008.00,168963.00,4693.42,Comercio,4,No
907,27,19949.00,83178.00,4621.00,Gobierno,7,No
908,34,4686.00,162676.00,3536.43,Industria,29,Sí
909,42,11237.00,107347.00,1883.28,Comercio,27,No
910,35,8172.00,80515.00,5032.19,Industria,12,No
911,64,23271.00,19849.00,431.50,Comercio,18,No
912,21,18433.00,73957.00,1395.42,Comercio,10,No
913,41,16808.00,73388.00,3057.83,Comercio,4,No
914,41,9692.00,148415.00,2318.98,Comercio,7,No
915,56,19172.00,24113.00,382.75,Comercio,11,No
916,25,5318.00,114114.00,2282.28,Gobierno,30,No
917,22,7242.00,75912.00,1308.83,Comercio,1,No
918,61,19272.00,138065.00,5310.19,Industria,13,No
919,34,18649.00,84539.00,1363.53,Comercio,29,No
920,32,4813.00,11908.00,195.21,Gobierno,21,No
921,44,3592.00,149833.00,3567.45,Servicios,13,Sí
922,27,16986.00,149059.00,7452.95,Industria,11,Sí
923,23,9345.00,94948.00,2434.56,Servicios,7,No
924,54,6014.00,159302.00,13275.17,Comercio,25,Sí
925,24,3488.00,193698.00,7174.00,Comercio,4,No
926,22,17370.00,52341.00,1744.70,Industria,11,No
927,35,22739.00,176759.00,2599.40,Industria,4,No
928,62,22861.00,109285.00,2602.02,Comercio,21,No
929,54,5516.00,25022.00,893.64,Servicios,15,No
930,65,14696.00,62746.00,1568.65,Industria,30,No
931,61,15023.00,149547.00,4984.90,Servicios,16,No
932,54,11766.00,88586.00,1581.89,Comercio,1,No
933,59,14358.00,112697.00,1977.14,Gobierno,8,No
934,28,5570.00,58360.00,833.71,Servicios,9,No
935,43,21119.00,60251.00,3171.11,Servicios,1,No
936,49,10703.00,188066.00,4701.65,Comercio,0,No
937,37,19348.00,13848.00,477.52,Gobierno,9,No
938,59,5768.00,20655.00,712.24,Gobierno,15,No
939,34,3617.00,105293.00,2924.81,Servicios,12,Sí
940,62,9043.00,177995.00,4563.97,Industria,1,No
941,21,20745.00,96174.00,1354.56,Industria,29,No
942,41,11602.00,159916.00,6396.64,Gobierno,27,No
943,23,17009.00,196162.00,2762.85,Comercio,17,No
944,63,15717.00,194083.00,2733.56,Industria,27,No
945,56,20523.00,126504.00,3243.69,Industria,5,No
946,35,15494.00,127508.00,2161.15,Servicios,29,No
947,37,3497.00,78583.00,1247.35,Comercio,7,No
948,56,20786.00,82548.00,2501.45,Gobierno,1,No
949,37,23170.00,76898.00,2197.09,Industria,25,No
950,56,24398.00,164383.00,13698.58,Industria,26,Sí
951,49,11667.00,51867.00,1296.67,Comercio,14,No
952,50,3290.00,127274.00,9091.00,Servicios,13,No
953,59,4919.00,156930.00,2179.58,Industria,30,Sí
954,37,5098.00,120458.00,5237.30,Industria,27,Sí
955,60,19217.00,38350.00,1475.00,Servicios,4,No
956,61,23248.00,176960.00,11797.33,Comercio,5,Sí
957,40,19604.00,120424.00,2457.63,Comercio,17,No
958,65,10469.00,20941.00,290.85,Industria,8,No
959,42,3528.00,182835.00,2770.23,Comercio,19,No
960,48,10690.00,96679.00,5371.06,Comercio,16,Sí
961,43,5537.00,67122.00,2684.88,Gobierno,2,Sí
962,38,24033.00,116797.00,1717.60,Servicios,0,No
963,43,13700.00,164112.00,2646.97,Industria,13,No
964,38,24364.00,103229.00,2457.83,Comercio,5,No
965,29,15068.00,16694.00,556.47,Comercio,3,No
966,40,22956.00,60438.00,959.33,Industria,30,No
967,57,10040.00,104310.00,1604.77,Comercio,21,No
968,61,7917.00,104900.00,1748.33,Comercio,30,No
969,52,5533.00,63872.00,1330.67,Gobierno,17,No
970,23,6972.00,143348.00,2275.37,Gobierno,21,No
971,40,20185.00,141402.00,3535.05,Industria,6,No
972,35,21849.00,81825.00,1168.93,Industria,7,No
973,40,14860.00,65526.00,1598.20,Comercio,22,No
974,46,10898.00,121656.00,2097.52,Industria,2,No
975,24,14533.00,151920.00,3452.73,Industria,20,No
976,48,18864.00,163654.00,6294.38,Gobierno,7,No
977,54,21656.00,37841.00,532.97,Servicios,24,No
978,62,16356.00,181712.00,3708.41,Servicios,19,No
979,40,11528.00,80205.00,2430.45,Comercio,2,No
980,29,16385.00,115368.00,2622.00,Gobierno,20,No
981,49,9491.00,52163.00,767.10,Comercio,5,No
982,65,6958.00,114740.00,4097.86,Gobierno,23,No
983,22,6309.00,38134.00,569.16,Gobierno,0,No
984,52,8470.00,24140.00,1207.00,Gobierno,28,No
985,45,16839.00,97895.00,4894.75,Servicios,22,No
986,41,12613.00,36202.00,1097.03,Comercio,23,No
987,42,4482.00,24333.00,412.42,Gobierno,29,No
988,47,16398.00,170368.00,4259.20,Industria,24,No
989,57,18633.00,188530.00,9426.50,Comercio,4,No
990,61,3255.00,160596.00,3277.47,Gobierno,12,Sí
991,57,13500.00,119972.00,5216.17,Industria,30,No
992,51,6175.00,65886.00,2125.35,Industria,1,No
